# N,tree,query
1.000000000000000000e+01 1.128292083740234375e-02 1.540184020996093750e-04
1.000000000000000000e+02 6.497311592102050781e-02 4.520416259765625000e-04
1.000000000000000000e+03 7.983980178833007812e-01 2.368927001953125000e-03
1.000000000000000000e+04 9.172523021697998047e+00 3.962683677673339844e-02
